team,jersey,name,pos,games,age,college,mover,also,resolved
san-francisco-49ers,48,Phil Francis,RB,16,22,Stanford,,,
san-francisco-49ers,51,Randy Cross,OG,16,25,UCLA,,,
san-francisco-49ers,14,Ray Wersching,K,16,29,California,,,
san-francisco-49ers,50,Ron Shumon,LB,8,23,Wichita State,,,
san-francisco-49ers,67,Ron Singleton,OT,16,27,Grambling,,,
san-francisco-49ers,72,Ruben Vaughan,DT,13,23,Colorado,,,
san-francisco-49ers,55,Scott Hilton,LB,7,25,Salem (NC),,,
san-francisco-49ers,17,Steve DeBerg,QB,16,25,San Jose State,,,
san-francisco-49ers,66,Ted Vincent,DT,16,23,Wichita State,,,
san-francisco-49ers,53,Thomas Seabron,LB,16,22,Michigan,,,
san-francisco-49ers,30,Tim Gray,DB,16,26,Texas A&M,,,
san-francisco-49ers,27,Tony Dungy,DB,15,24,Minnesota,,,
san-francisco-49ers,62,Walt Downing,OG,16,23,Michigan,,,
san-francisco-49ers,40,Wilbur Jackson,RB,16,27,Alabama,,,
san-francisco-49ers,59,Willie Harper,LB,16,29,Nebraska,,,
seattle-seahawks,24,Al Hunter,RB,15,24,Notre Dame,,,
seattle-seahawks,54,Art Kuehn,C,16,26,UCLA,,,
seattle-seahawks,27,Autry Beamon,DB,15,25,Texas A&M-Commerce,,,
seattle-seahawks,67,Bill Cooke,DT,15,28,Massachusetts,,,
seattle-seahawks,77,Bill Gregory,DT,16,29,Wisconsin,,,
seattle-seahawks,78,Bob Newton,OG,11,30,Nebraska,,,
seattle-seahawks,88,Brian Peets,TE,16,23,Pacific,,,
seattle-seahawks,71,Carl Eller,DE,16,37,Minnesota,,,
seattle-seahawks,59,Charles McShane,LB,1,25,California Lutheran,,,
seattle-seahawks,38,Cornell Webster,DB,15,24,Tulsa,,,
seattle-seahawks,33,Dan Doornink,RB,16,23,Washington State,,,
seattle-seahawks,22,Dave Brown,DB,16,26,Michigan,,,
seattle-seahawks,35,David Sims,RB,3,24,Georgia Tech,,,
seattle-seahawks,68,Dennis Boyd,DE,11,23,Oregon State,,,
seattle-seahawks,25,Don Dufek,DB,13,25,Michigan,,,
seattle-seahawks,89,Duke Fergerson,WR,4,25,San Diego State,,,
seattle-seahawks,1,Efren Herrera,K,16,28,UCLA,,,
seattle-seahawks,62,Ernie Price,DE,4,29,Texas A&M-Kingsville,,,
seattle-seahawks,18,Herman Weaver,P,16,30,Tennessee,,,
seattle-seahawks,32,Jeff Moore,RB,16,23,Jackson State,,,
seattle-seahawks,70,Jeff Sevy,OT,4,28,California,,,
seattle-seahawks,86,Jessie Green,WR,12,25,Tulsa,,,
seattle-seahawks,10,Jim Zorn,QB,16,26,Cal Poly-Pomona,,,
seattle-seahawks,52,Joe Norman,LB,15,23,Indiana,,,
seattle-seahawks,44,John Harris,DB,14,23,Arizona State,,,
seattle-seahawks,51,John Yarno,C,16,24,Idaho,,,
seattle-seahawks,53,Keith Butler,LB,14,23,Memphis,,,
seattle-seahawks,42,Keith Simpson,DB,15,23,Memphis,,,
seattle-seahawks,26,Kerry Justin,DB,14,24,Oregon State,,,
seattle-seahawks,50,Larry Polowski,LB,14,22,Boise State,,,
seattle-seahawks,72,Louis Bullard,OT,3,23,Jackson State,,,
seattle-seahawks,74,Manu Tuiasosopo,DE,16,22,UCLA,,,
seattle-seahawks,82,Mark Bell,DE,16,22,Colorado State,,,
seattle-seahawks,55,Michael Jackson,LB,15,22,Washington,,,
seattle-seahawks,20,Mike O'Brien,DB,3,23,California,,,
seattle-seahawks,63,Nick Bebout,OT,13,28,Wyoming,,,
seattle-seahawks,57,Pete Cronan,LB,16,24,Boston College,,,
seattle-seahawks,75,Robert Hardy,DT,16,23,Jackson State,,,
seattle-seahawks,60,Ron Coder,OG,15,25,Penn State,,,
seattle-seahawks,12,Sam Adkins,QB,3,24,Wichita State,,,
seattle-seahawks,84,Sam McCullum,WR,16,26,Montana State,,,
seattle-seahawks,56,Sammy Green,LB,16,25,Florida,,,
seattle-seahawks,47,Sherman Smith,RB,16,25,Miami (OH),,,
seattle-seahawks,76,Steve August,OT,16,25,Tulsa,,,
seattle-seahawks,80,Steve Largent,WR,15,25,Tulsa,,,
seattle-seahawks,16,Steve Myer,QB,1,25,New Mexico,,,
seattle-seahawks,83,Steve Raible,WR,16,25,Georgia Tech,,,
seattle-seahawks,58,Terry Beeson,LB,16,24,Kansas,,,
seattle-seahawks,61,Tom Lynch,OG,15,24,Boston College,,,
seattle-seahawks,31,Tony Benjamin,RB,16,24,Duke,,,
seattle-seahawks,34,Tony Green,RB,15,23,Florida,yes,new-york-giants:4,games
st-louis-cardinals,87,Al Chandler,TE,15,28,Oklahoma,yes,new-england-patriots:7,games
st-louis-cardinals,80,Bill Murrell,TE,12,23,Winston-Salem State,,,
st-louis-cardinals,82,Bob Pollard,DT,16,30,Weber State,,,
st-louis-cardinals,75,Bob Rozier,DE,6,24,California,,,
st-louis-cardinals,64,Bob Young,OG,13,37,Howard Payne,,,
st-louis-cardinals,65,Brad Oates,OT,11,26,Brigham Young,,,
st-louis-cardinals,59,Calvin Favron,LB,16,22,Southeastern Louisiana,,,
st-louis-cardinals,27,Carl Allen,DB,15,23,Southern Mississippi,,,
st-louis-cardinals,76,Charles Davis,DT,16,27,Texas Christian,,,
st-louis-cardinals,61,Chris Garlich,LB,9,22,Missouri,,,
st-louis-cardinals,61,Chuck Brown,C,4,22,Houston,,,
st-louis-cardinals,72,Dan Dierdorf,OT,2,30,Michigan,,,
st-louis-cardinals,21,Dave Stief,WR,16,23,Portland State,,,
st-louis-cardinals,55,Eric Williams,LB,16,24,Southern California,,,
st-louis-cardinals,89,Gary Parris,TE,9,29,Florida State,,,
st-louis-cardinals,66,George Collins,OG,15,23,Georgia,,,
st-louis-cardinals,17,Jim Hart,QB,14,35,Southern Illinois,,,
st-louis-cardinals,79,Jim Ramey,DE,7,22,Kentucky,,,
st-louis-cardinals,86,Jimmy Childs,WR,13,23,Cal Poly-S.L.O.,,,
st-louis-cardinals,71,Joe Bostic,OG,16,22,Clemson,,,
st-louis-cardinals,58,John Barefield,LB,15,24,Texas A&M-Kingsville,,,
st-louis-cardinals,63,John Zook,DE,5,32,Kansas,,,
st-louis-cardinals,70,Keith Simons,DT,16,25,Minnesota,,,
st-louis-cardinals,62,Keith Wortman,OG,13,29,Nebraska,,,
st-louis-cardinals,37,Ken Greene,DB,16,23,Washington State,,,
st-louis-cardinals,23,Ken Stone,DB,16,29,Vanderbilt,,,
st-louis-cardinals,51,Kurt Allerman,LB,16,24,Penn State,,,
st-louis-cardinals,38,Lee Nelson,DB,16,25,Florida State,,,
st-louis-cardinals,57,Mark Arneson,LB,11,30,Arizona,,,
st-louis-cardinals,85,Mel Gray,WR,13,31,Missouri,,,
st-louis-cardinals,73,Mike Dawson,DT,16,26,Arizona,,,
st-louis-cardinals,32,Ottis Anderson,RB,16,22,Miami,,,
st-louis-cardinals,83,Pat Tilley,WR,16,26,Louisiana Tech,,,
st-louis-cardinals,45,Perry Smith,DB,16,28,Colorado State,,,
st-louis-cardinals,40,Randy Love,RB,4,23,Houston,,,
st-louis-cardinals,87,Richard Osborne,TE,7,26,Texas A&M,,,
st-louis-cardinals,36,Rod Phillips,RB,11,26,Jackson State,,,
st-louis-cardinals,22,Roger Wehrli,DB,16,31,Missouri,,,
st-louis-cardinals,78,Ron Yankowski,DE,16,33,Kansas State,,,
st-louis-cardinals,25,Roy Green,WR,16,22,Henderson State,,,
st-louis-cardinals,52,Sean Clancy,LB,10,23,Amherst,,,
st-louis-cardinals,48,Steve Henry,DB,8,22,Emporia State,,,
st-louis-cardinals,12,Steve Little,P,16,23,Arkansas,,,
st-louis-cardinals,53,Steve Neils,LB,9,28,Minnesota,,,
st-louis-cardinals,15,Steve Pisarkiewicz,QB,6,25,Missouri,,,
st-louis-cardinals,68,Terry Stieve,OG,14,25,Wisconsin,,,
st-louis-cardinals,33,Theotis Brown,RB,16,22,UCLA,,,
st-louis-cardinals,26,Thomas Lott,RB,10,22,Oklahoma,,,
st-louis-cardinals,56,Tim Kearney,LB,5,28,Northern Michigan,,,
st-louis-cardinals,54,Tom Banks,C,14,31,Auburn,,,
st-louis-cardinals,51,Tom Brahaney,C,16,28,Oklahoma,,,
st-louis-cardinals,24,Wayne Morris,RB,15,25,Southern Methodist,,,
st-louis-cardinals,39,Willard Harrell,RB,14,27,Pacific,,,
tampa-bay-buccaneers,55,Aaron Brown,LB,12,23,Ohio State,,,
tampa-bay-buccaneers,77,Bill Kollar,DT,15,26,Montana State,,,
tampa-bay-buccaneers,44,Billy Cesare,DB,16,24,Miami,,,
tampa-bay-buccaneers,56,Cecil Johnson,LB,15,24,Pittsburgh,,,
tampa-bay-buccaneers,34,Cedric Brown,DB,16,25,Kent State,,,
tampa-bay-buccaneers,73,Charley Hannah,OG,14,24,Alabama,,,
tampa-bay-buccaneers,14,Chuck Fusina,QB,1,22,Penn State,,,
tampa-bay-buccaneers,25,Curtis Jordan,DB,16,25,Texas Tech,,,
tampa-bay-buccaneers,51,Dana Nafziger,LB,16,26,Cal Poly-S.L.O.,,,
tampa-bay-buccaneers,46,Danny Reece,DB,16,24,Southern California,,,
tampa-bay-buccaneers,69,Darrell Austin,OG,16,27,South Carolina,,,
tampa-bay-buccaneers,70,Darryl Carlton,OT,16,26,Tampa,,,
tampa-bay-buccaneers,57,Dave Lewis,LB,16,25,Southern California,,,
tampa-bay-buccaneers,75,Dave Reavis,OT,16,29,Arkansas,,,
tampa-bay-buccaneers,76,David Logan,DT,5,23,Pittsburgh,,,
tampa-bay-buccaneers,58,Dewey Selmon,LB,15,25,Oklahoma,,,
tampa-bay-buccaneers,12,Doug Williams,QB,16,24,Grambling,,,
tampa-bay-buccaneers,74,Gene Sanders,OT,16,22,Texas A&M,,,
tampa-bay-buccaneers,23,George Ragsdale,RB,15,26,North Carolina A&T,,,
tampa-bay-buccaneers,68,George Yarno,OG,15,22,Washington State,,,
tampa-bay-buccaneers,84,Gordon Jones,WR,12,22,Pittsburgh,,,
tampa-bay-buccaneers,64,Greg Horton,OG,16,28,Colorado,,,
tampa-bay-buccaneers,61,Greg Roberts,OG,16,22,Oklahoma,,,
tampa-bay-buccaneers,81,Isaac Hagins,WR,16,25,Southern,,,
tampa-bay-buccaneers,45,Jeris White,DB,16,27,Hawaii,,,
tampa-bay-buccaneers,43,Jerry Eckwood,RB,16,24,Arkansas,,,
tampa-bay-buccaneers,86,Jim Obradovich,TE,16,26,Southern California,,,
tampa-bay-buccaneers,88,Jimmie Giles,TE,16,24,Alcorn State,,,
tampa-bay-buccaneers,38,Johnny Davis,RB,16,23,Alabama,,,
tampa-bay-buccaneers,87,Larry Mucker,WR,16,24,Arizona State,,,
tampa-bay-buccaneers,63,Lee Roy Selmon,DE,16,25,Oklahoma,,,
tampa-bay-buccaneers,33,Mark Cotney,DB,16,27,Cameron,,,
tampa-bay-buccaneers,15,Mike Rae,QB,5,28,Southern California,,,
tampa-bay-buccaneers,40,Mike Washington,DB,15,26,Alabama,,,
tampa-bay-buccaneers,85,Morris Owens,WR,16,26,Arizona State,,,
tampa-bay-buccaneers,6,Neil O'Donoghue,K,16,26,Auburn,,,
tampa-bay-buccaneers,71,Randy Crowder,DT,16,26,Penn State,,,
tampa-bay-buccaneers,79,Reggie Lewis,DE,12,23,North Texas,,,
tampa-bay-buccaneers,54,Richard Wood,LB,16,26,Southern California,,,
tampa-bay-buccaneers,36,Rick Berns,RB,16,23,Nebraska,,,
tampa-bay-buccaneers,42,Ricky Bell,RB,16,24,Southern California,,,
tampa-bay-buccaneers,53,Rik Bonness,LB,16,25,Nebraska,,,
tampa-bay-buccaneers,50,Steve Wilson,C,16,25,Georgia,,namesake,
tampa-bay-buccaneers,16,Tom Blanchard,P,16,31,Oregon,,,
tampa-bay-buccaneers,27,Tony Davis,RB,16,26,Nebraska,,,
tampa-bay-buccaneers,60,Wally Chambers,DE,16,28,Eastern Kentucky,,,
washington-redskins,25,Benny Malone,RB,16,27,Arizona State,,,
washington-redskins,54,Bob Kuziel,C,16,29,Pittsburgh,,,
washington-redskins,34,Bobby Hammond,RB,9,27,Morgan State,yes,new-york-giants:4,games
washington-redskins,59,Brad Dusek,LB,16,28,Texas A&M,,,
washington-redskins,22,Buddy Hardeman,RB,10,25,Iowa State,,,
washington-redskins,81,Chris DeFrance,WR,4,23,Arizona State,,,
washington-redskins,38,Clarence Harmon,RB,16,23,Mississippi State,,,
washington-redskins,79,Coy Bacon,DE,16,37,Jackson State,,,
washington-redskins,82,Dallas Hickman,DE,16,27,California,,,
washington-redskins,88,Danny Buggs,WR,16,26,West Virginia,,,
washington-redskins,65,Dave Butz,DT,15,29,Purdue,,,
washington-redskins,72,Diron Talbert,DT,16,35,Texas,,,
washington-redskins,26,Don Harris,DB,16,25,Rutgers,,,
washington-redskins,58,Don Hover,LB,16,24,Washington State,,,
washington-redskins,85,Don Warren,TE,16,23,San Diego State,,,
washington-redskins,63,Fred Dean,OG,15,24,Texas Southern,,namesake,
washington-redskins,74,George Starke,OT,16,31,Columbia,,,
washington-redskins,89,Grady Richardson,TE,3,27,Cal State-Fullerton,,,
washington-redskins,67,Greg Dubinetz,OG,15,25,Yale,,,
washington-redskins,30,Ike Forte,RB,11,25,Arkansas,,,
washington-redskins,84,Jean Fugett,TE,11,27,Amherst,,,
washington-redskins,73,Jeff Williams,OG,16,24,Rhode Island,,,
washington-redskins,77,Joe Jones,DE,16,31,Tennessee State,,,
washington-redskins,20,Joe Lavender,DB,16,30,San Diego State,,,
washington-redskins,7,Joe Theismann,QB,16,30,Notre Dame,,,
washington-redskins,44,John Riggins,RB,16,30,Kansas,,,
washington-redskins,80,Johnnie McDaniel,WR,15,28,Lincoln (MO),,,
washington-redskins,71,Karl Lorch,DE,15,29,Southern California,,,
washington-redskins,27,Ken Houston,DB,13,34,Prairie View A&M,,,
washington-redskins,11,Kim McQuilken,QB,3,28,Lehigh,,,
washington-redskins,24,Lemar Parrish,DB,16,31,Lincoln (MO),,,
washington-redskins,3,Mark Moseley,K,16,31,Stephen F. Austin,,,
washington-redskins,29,Mark Murphy,DB,16,24,Colgate,,,
washington-redskins,4,Mike Bragg,P,16,33,Richmond,,,
washington-redskins,51,Monte Coleman,LB,16,21,Central Arkansas,,,
washington-redskins,52,Neal Olkewicz,LB,16,22,Maryland,,,
washington-redskins,78,Paul Smith,DT,15,34,New Mexico,,,
washington-redskins,69,Perry Brooks,DT,12,24,Southern,,,
washington-redskins,50,Pete Wysocki,LB,16,31,Western Michigan,,,
washington-redskins,86,Phil DuBois,TE,15,22,San Diego State,,,
washington-redskins,47,Ray Waddy,DB,16,23,Texas A&M-Kingsville,,,
washington-redskins,57,Rich Milot,LB,14,22,Penn State,,,
washington-redskins,83,Ricky Thompson,WR,15,25,Baylor,,,
washington-redskins,64,Ron Saul,OG,15,31,Michigan State,,,
washington-redskins,66,Ted Fritsch,C,16,29,St. Norbert,,,
washington-redskins,72,Terry Hermeling,OT,16,33,Nevada,,,
washington-redskins,23,Tony Peters,DB,16,26,Oklahoma,,,
